Base de Datos de personas;;;;;
Fuente de Datos: Aleatorio;;;;;
Esto es Aleatorio de acuerdo a las reglas de protección de datos de las personas;;;;;
;;;;;
Id de la persona;Edad;Nombre;Latitud;Longitud;Distrito de procedencia
4840;63;Persona 4840;-12.06151375;-77.04775218;BREÑA
4841;46;Persona 4841;-12.05265257;-77.05270321;BREÑA
4842;47;Persona 4842;-12.05539039;-77.05330607;BREÑA
4843;43;Persona 4843;-12.07885071;-77.04808842;JESUS MARIA
4844;44;Persona 4844;-12.05678441;-77.05640383;BREÑA
4845;61;Persona 4845;-12.07714175;-77.07037765;PUEBLO LIBRE
4846;68;Persona 4846;-12.07065321;-77.02586214;LA VICTORIA
4847;45;Persona 4847;-12.08238084;-77.06907326;PUEBLO LIBRE
4848;48;Persona 4848;-12.08233589;-77.05232898;JESUS MARIA
4849;49;Persona 4849;-12.07069918;-77.04763748;JESUS MARIA
4850;85;Persona 4850;-12.07149947;-77.00981621;LA VICTORIA
4851;43;Persona 4851;-12.07397587;-77.05672834;PUEBLO LIBRE
4852;62;Persona 4852;-12.08033556;-77.0557175;JESUS MARIA
4853;55;Persona 4853;-12.07379725;-77.02799583;LA VICTORIA
4854;70;Persona 4854;-12.05974353;-77.04915169;BREÑA
4855;72;Persona 4855;-12.06168767;-77.05119903;BREÑA
4856;53;Persona 4856;-12.06789911;-77.04118255;JESUS MARIA
4857;48;Persona 4857;-12.06443554;-77.04988993;BREÑA
4858;61;Persona 4858;-12.0685392;-77.05025696;BREÑA
4859;52;Persona 4859;-12.07676695;-77.05089218;JESUS MARIA
4860;51;Persona 4860;-12.05800283;-77.05693387;BREÑA
4861;40;Persona 4861;-12.06630082;-77.02854689;LA VICTORIA
4862;48;Persona 4862;-12.07120304;-77.01569146;LA VICTORIA
4863;48;Persona 4863;-12.07972707;-77.05643251;JESUS MARIA
4864;43;Persona 4864;-12.06086755;-77.04323901;BREÑA
4865;50;Persona 4865;-12.0647446;-77.02388279;LA VICTORIA
4866;45;Persona 4866;-12.07911133;-77.05784928;PUEBLO LIBRE
4867;42;Persona 4867;-12.08186838;-77.01205198;LA VICTORIA
4868;42;Persona 4868;-12.06987546;-77.00618434;LA VICTORIA
4869;44;Persona 4869;-12.06067161;-77.0466092;BREÑA
4870;54;Persona 4870;-12.05815354;-77.01840556;LA VICTORIA
4871;50;Persona 4871;-12.08556391;-77.05195214;JESUS MARIA
4872;49;Persona 4872;-12.06823145;-77.04408535;JESUS MARIA
4873;42;Persona 4873;-12.08025552;-77.05742814;JESUS MARIA
4874;67;Persona 4874;-12.08667202;-77.03355827;LINCE
4875;72;Persona 4875;-12.05956487;-77.0532192;BREÑA
4876;39;Persona 4876;-12.06377307;-77.04487017;BREÑA
4877;54;Persona 4877;-12.08906381;-77.05382487;JESUS MARIA
4878;64;Persona 4878;-12.07039921;-77.0026005;LA VICTORIA
4879;61;Persona 4879;-12.06887337;-77.04297995;JESUS MARIA
4880;51;Persona 4880;-12.06631096;-77.01479261;LA VICTORIA
4881;40;Persona 4881;-12.08749669;-77.05730236;JESUS MARIA
4882;40;Persona 4882;-12.06197606;-77.02454627;LA VICTORIA
4883;50;Persona 4883;-12.06729994;-76.99865355;LA VICTORIA
4884;54;Persona 4884;-12.08468888;-77.04419537;LINCE
4885;77;Persona 4885;-12.09250422;-77.05405385;JESUS MARIA
4886;55;Persona 4886;-12.09117138;-77.0526215;JESUS MARIA
4887;75;Persona 4887;-12.06823262;-77.04030375;JESUS MARIA
4888;41;Persona 4888;-12.06898143;-77.04302328;JESUS MARIA
4889;64;Persona 4889;-12.0674858;-77.05071036;BREÑA
4890;45;Persona 4890;-12.08439037;-77.0637679;PUEBLO LIBRE
4891;45;Persona 4891;-12.06573969;-77.04463026;JESUS MARIA
4892;50;Persona 4892;-12.07994327;-77.03323631;LINCE
4893;82;Persona 4893;-12.08175357;-77.04437742;JESUS MARIA
4894;59;Persona 4894;-12.08085524;-77.04385901;JESUS MARIA
4895;65;Persona 4895;-12.07656174;-77.04274182;JESUS MARIA
4896;58;Persona 4896;-12.07811087;-77.05650883;PUEBLO LIBRE
4897;68;Persona 4897;-12.05291836;-77.04837108;BREÑA
4898;64;Persona 4898;-12.07308099;-77.02246756;LA VICTORIA
4899;71;Persona 4899;-12.0876338;-77.0152172;LA VICTORIA
4900;62;Persona 4900;-12.08123793;-77.04204776;JESUS MARIA
4901;72;Persona 4901;-12.07303055;-77.05871836;PUEBLO LIBRE
4902;75;Persona 4902;-12.0874863;-77.05180433;JESUS MARIA
4903;68;Persona 4903;-12.07490903;-77.04760806;JESUS MARIA
4904;57;Persona 4904;-12.08871459;-77.02411301;LINCE
4905;45;Persona 4905;-12.07102689;-77.04265165;JESUS MARIA
4906;70;Persona 4906;-12.07510261;-77.04478997;JESUS MARIA
4907;50;Persona 4907;-12.05386883;-77.04327494;BREÑA
4908;65;Persona 4908;-12.04935303;-77.05361323;BREÑA
4909;60;Persona 4909;-12.06014746;-77.05833974;BREÑA
4910;73;Persona 4910;-12.08633366;-77.05080357;JESUS MARIA
4911;44;Persona 4911;-12.0724493;-77.0543868;PUEBLO LIBRE
4912;67;Persona 4912;-12.08669936;-77.02927935;LINCE
4913;60;Persona 4913;-12.08237616;-77.05322024;JESUS MARIA
4914;73;Persona 4914;-12.0688295;-77.06897429;PUEBLO LIBRE
4915;65;Persona 4915;-12.06541164;-77.04484014;JESUS MARIA
4916;67;Persona 4916;-12.0649084;-77.01143025;LA VICTORIA
4917;71;Persona 4917;-12.0663695;-77.01923572;LA VICTORIA
4918;55;Persona 4918;-12.08975434;-77.03277587;LINCE
4919;44;Persona 4919;-12.05235051;-77.05478998;BREÑA
4920;52;Persona 4920;-12.07012931;-77.05417125;PUEBLO LIBRE
4921;52;Persona 4921;-12.07707404;-77.04446633;JESUS MARIA
4922;48;Persona 4922;-12.07980414;-77.04280932;JESUS MARIA
4923;68;Persona 4923;-12.06113677;-77.02313574;LA VICTORIA
4924;56;Persona 4924;-12.07886944;-77.01227576;LA VICTORIA
4925;73;Persona 4925;-12.08281374;-77.05462387;JESUS MARIA
4926;67;Persona 4926;-12.07824513;-77.04318388;JESUS MARIA
4927;56;Persona 4927;-12.08031216;-77.05721333;JESUS MARIA
4928;57;Persona 4928;-12.05887081;-77.0435602;BREÑA
4929;79;Persona 4929;-12.06226165;-77.04580953;BREÑA
4930;48;Persona 4930;-12.07908302;-77.078658;PUEBLO LIBRE
4931;47;Persona 4931;-12.08669748;-77.05309731;JESUS MARIA
4932;46;Persona 4932;-12.05231778;-77.04685432;BREÑA
4933;73;Persona 4933;-12.0827141;-77.04861844;JESUS MARIA
4934;56;Persona 4934;-12.06907679;-77.04717573;JESUS MARIA
4935;57;Persona 4935;-12.08318765;-77.04909677;JESUS MARIA
4936;63;Persona 4936;-12.07028904;-77.00879028;LA VICTORIA
4937;64;Persona 4937;-12.08637329;-77.03517689;LINCE
4938;68;Persona 4938;-12.07785148;-77.05355051;JESUS MARIA
4939;41;Persona 4939;-12.08637936;-77.03628381;LINCE
4940;57;Persona 4940;-12.06102273;-77.01963901;LA VICTORIA
4941;50;Persona 4941;-12.08123673;-77.04526771;JESUS MARIA
4942;73;Persona 4942;-12.08708731;-77.05302263;JESUS MARIA
4943;57;Persona 4943;-12.06571268;-77.03851256;LINCE
4944;45;Persona 4944;-12.07267762;-77.04552032;JESUS MARIA
4945;41;Persona 4945;-12.06839037;-77.00732908;LA VICTORIA
4946;59;Persona 4946;-12.05697532;-77.05723285;BREÑA
4947;67;Persona 4947;-12.0666814;-77.00489967;LA VICTORIA
4948;47;Persona 4948;-12.07207516;-77.03862135;LINCE
4949;47;Persona 4949;-12.07851723;-77.03974829;LINCE
4950;42;Persona 4950;-12.07091128;-77.0486662;JESUS MARIA
4951;65;Persona 4951;-12.08313108;-77.02184381;LA VICTORIA
4952;68;Persona 4952;-12.0832098;-77.04674791;JESUS MARIA
4953;98;Persona 4953;-12.07371383;-77.07152492;PUEBLO LIBRE
4954;46;Persona 4954;-12.08820387;-77.02677817;LINCE
4955;42;Persona 4955;-12.06646851;-77.05960107;BREÑA
4956;54;Persona 4956;-12.08648793;-77.0617231;JESUS MARIA
4957;54;Persona 4957;-12.0607067;-77.04681811;BREÑA
4958;46;Persona 4958;-12.08005049;-77.05478441;JESUS MARIA
4959;52;Persona 4959;-12.08009393;-77.04300267;JESUS MARIA
4960;63;Persona 4960;-12.08384572;-77.05358696;JESUS MARIA
4961;57;Persona 4961;-12.07192427;-77.04609959;JESUS MARIA
4962;40;Persona 4962;-12.08489935;-77.0556138;JESUS MARIA
4963;49;Persona 4963;-12.07404323;-77.05024912;JESUS MARIA
4964;60;Persona 4964;-12.0758198;-77.04436872;JESUS MARIA
4965;48;Persona 4965;-12.0886453;-77.05111096;JESUS MARIA
4966;47;Persona 4966;-12.06681824;-77.00249231;LA VICTORIA
4967;44;Persona 4967;-12.07065053;-77.02540399;LA VICTORIA
4968;41;Persona 4968;-12.06829816;-77.05019048;BREÑA
4969;48;Persona 4969;-12.06063179;-77.04334327;BREÑA
4970;45;Persona 4970;-12.07796118;-77.05053204;JESUS MARIA
4971;40;Persona 4971;-12.07785634;-77.05445162;JESUS MARIA
4972;51;Persona 4972;-12.08003255;-77.03848627;LINCE
4973;70;Persona 4973;-12.05971089;-77.01644888;LA VICTORIA
4974;41;Persona 4974;-12.08103593;-77.01123331;LA VICTORIA
4975;52;Persona 4975;-12.05873188;-77.04589554;BREÑA
4976;43;Persona 4976;-12.06274688;-77.04543105;BREÑA
4977;47;Persona 4977;-12.07489496;-77.01925625;LA VICTORIA
4978;46;Persona 4978;-12.07145267;-77.04058861;LINCE
4979;44;Persona 4979;-12.07428966;-77.06020197;PUEBLO LIBRE
4980;22;Persona 4980;-12.08153645;-77.02030039;LA VICTORIA
4981;60;Persona 4981;-12.08161521;-77.05639801;JESUS MARIA
4982;41;Persona 4982;-12.08398313;-77.05289266;JESUS MARIA
4983;55;Persona 4983;-12.07639349;-77.04999614;JESUS MARIA
4984;41;Persona 4984;-12.08032646;-77.04372203;JESUS MARIA
4985;64;Persona 4985;-12.087789;-77.05839135;JESUS MARIA
4986;47;Persona 4986;-12.0654423;-77.01503676;LA VICTORIA
4987;54;Persona 4987;-12.06310132;-77.00526319;LA VICTORIA
4988;54;Persona 4988;-12.07487401;-77.04343372;JESUS MARIA
4989;41;Persona 4989;-12.09154233;-77.02956355;LINCE
4990;39;Persona 4990;-12.06159557;-77.02332753;LA VICTORIA
4991;73;Persona 4991;-12.08011248;-77.05372696;JESUS MARIA
4992;78;Persona 4992;-12.07550868;-77.04301618;JESUS MARIA
4993;52;Persona 4993;-12.08160311;-77.06642303;PUEBLO LIBRE
4994;56;Persona 4994;-12.06005149;-77.05879246;BREÑA
4995;52;Persona 4995;-12.06419594;-77.01455732;LA VICTORIA
4996;37;Persona 4996;-12.09161585;-77.05553253;JESUS MARIA
4997;44;Persona 4997;-12.07237081;-77.04522374;JESUS MARIA
4998;45;Persona 4998;-12.08624184;-77.02816081;LINCE
4999;61;Persona 4999;-12.07321605;-77.04541138;JESUS MARIA
5000;42;Persona 5000;-12.0742539;-77.01548311;LA VICTORIA
5001;48;Persona 5001;-12.0841106;-77.02960747;LINCE
5002;39;Persona 5002;-12.06884264;-77.04115446;JESUS MARIA
5003;81;Persona 5003;-12.06959812;-77.04757576;JESUS MARIA
5004;38;Persona 5004;-12.08228786;-77.054971;JESUS MARIA
5005;55;Persona 5005;-12.0715596;-77.03771035;LINCE
5006;56;Persona 5006;-12.08710152;-77.01821136;LA VICTORIA
5007;71;Persona 5007;-12.08236941;-77.02667051;LINCE
5008;63;Persona 5008;-12.07900522;-77.04539279;JESUS MARIA
5009;53;Persona 5009;-12.08825998;-77.05886956;JESUS MARIA
5010;51;Persona 5010;-12.07251074;-77.04589859;JESUS MARIA
5011;52;Persona 5011;-12.06192304;-77.04910515;BREÑA
5012;49;Persona 5012;-12.05519093;-77.05118924;BREÑA
5013;54;Persona 5013;-12.07461147;-77.04890838;JESUS MARIA
5014;45;Persona 5014;-12.07326673;-77.04728288;JESUS MARIA
5015;58;Persona 5015;-12.05255564;-77.05392727;BREÑA
5016;53;Persona 5016;-12.07712244;-77.0551636;JESUS MARIA
5017;51;Persona 5017;-12.08811574;-77.05565285;JESUS MARIA
5018;41;Persona 5018;-12.07095145;-77.04197407;JESUS MARIA
5019;44;Persona 5019;-12.06843272;-77.04009648;JESUS MARIA
5020;51;Persona 5020;-12.0819331;-77.04685081;JESUS MARIA
5021;38;Persona 5021;-12.07338958;-77.04187285;JESUS MARIA
5022;43;Persona 5022;-12.08483342;-77.05865457;JESUS MARIA
5023;61;Persona 5023;-12.05057166;-77.05334375;BREÑA
5024;48;Persona 5024;-12.08334295;-77.03640807;LINCE
5025;42;Persona 5025;-12.06702829;-77.0114123;LA VICTORIA
5026;39;Persona 5026;-12.07850687;-77.06507642;PUEBLO LIBRE
5027;79;Persona 5027;-12.06313479;-77.01791101;LA VICTORIA
5028;37;Persona 5028;-12.0879967;-77.05475761;JESUS MARIA
5029;88;Persona 5029;-12.07776147;-77.01814268;LA VICTORIA
5030;71;Persona 5030;-12.07102262;-77.00564967;LA VICTORIA
5031;41;Persona 5031;-12.08183486;-77.06189477;PUEBLO LIBRE
5032;40;Persona 5032;-12.05606492;-77.04626574;BREÑA
5033;74;Persona 5033;-12.08355983;-77.05141125;JESUS MARIA
5034;41;Persona 5034;-12.06768669;-77.01280715;LA VICTORIA
5035;61;Persona 5035;-12.07790054;-77.05434439;JESUS MARIA
5036;49;Persona 5036;-12.08696908;-77.01266716;LA VICTORIA
5037;51;Persona 5037;-12.06231052;-77.01887724;LA VICTORIA
5038;67;Persona 5038;-12.0541772;-77.0499752;BREÑA
5039;54;Persona 5039;-12.09101672;-77.02536024;LINCE
5040;43;Persona 5040;-12.06816475;-77.01511012;LA VICTORIA
5041;41;Persona 5041;-12.08658997;-77.03664884;LINCE
5042;75;Persona 5042;-12.07031676;-77.00594522;LA VICTORIA
5043;77;Persona 5043;-12.0717733;-77.00570562;LA VICTORIA
5044;71;Persona 5044;-12.06172056;-77.01232097;LA VICTORIA
5045;38;Persona 5045;-12.0703655;-77.07291273;PUEBLO LIBRE
5046;68;Persona 5046;-12.08636511;-77.06261724;JESUS MARIA
5047;43;Persona 5047;-12.08120557;-77.05482584;JESUS MARIA
5048;63;Persona 5048;-12.08439273;-77.04979392;JESUS MARIA
5049;59;Persona 5049;-12.08682916;-77.0369329;LINCE
5050;41;Persona 5050;-12.07977184;-77.05116514;JESUS MARIA
5051;58;Persona 5051;-12.06698176;-77.00515564;LA VICTORIA
5052;58;Persona 5052;-12.07523597;-77.01523834;LA VICTORIA
5053;50;Persona 5053;-12.07132289;-77.06133526;PUEBLO LIBRE
5054;43;Persona 5054;-12.08254247;-77.01052658;LA VICTORIA
5055;55;Persona 5055;-12.05781328;-77.04469271;BREÑA
5056;62;Persona 5056;-12.07604697;-77.06165516;PUEBLO LIBRE
5057;52;Persona 5057;-12.06691389;-77.05357877;BREÑA
5058;50;Persona 5058;-12.06463096;-77.05956262;BREÑA
5059;83;Persona 5059;-12.06855385;-77.02390325;LA VICTORIA
5060;33;Persona 5060;-12.06763136;-77.00210923;LA VICTORIA
5061;63;Persona 5061;-12.08975764;-77.03216909;LINCE
5062;62;Persona 5062;-12.06771757;-77.00011044;LA VICTORIA
5063;57;Persona 5063;-12.08249251;-77.05516238;JESUS MARIA
5064;50;Persona 5064;-12.07247419;-77.06016237;PUEBLO LIBRE
5065;39;Persona 5065;-12.08634136;-77.05971387;JESUS MARIA
5066;58;Persona 5066;-12.08610667;-77.0606206;JESUS MARIA
5067;49;Persona 5067;-12.08651877;-77.02135937;LA VICTORIA
5068;73;Persona 5068;-12.0773516;-77.01604206;LA VICTORIA
5069;44;Persona 5069;-12.07265963;-77.04748076;JESUS MARIA
5070;88;Persona 5070;-12.08246324;-77.05417156;JESUS MARIA
5071;49;Persona 5071;-12.07436067;-77.00856116;LA VICTORIA
5072;40;Persona 5072;-12.07610661;-77.0469247;JESUS MARIA
5073;63;Persona 5073;-12.05761384;-77.04894501;BREÑA
5074;43;Persona 5074;-12.08350127;-77.05608732;JESUS MARIA
5075;42;Persona 5075;-12.09124305;-77.05287681;JESUS MARIA
5076;64;Persona 5076;-12.06796223;-77.02012279;LA VICTORIA
5077;67;Persona 5077;-12.06534832;-77.03030758;LA VICTORIA
5078;61;Persona 5078;-12.08358205;-77.05855378;JESUS MARIA
5079;50;Persona 5079;-12.08182067;-77.01280173;LA VICTORIA
5080;78;Persona 5080;-12.0726664;-77.01304912;LA VICTORIA
5081;64;Persona 5081;-12.08886893;-77.02834017;LINCE
5082;45;Persona 5082;-12.08258633;-77.05069958;JESUS MARIA
5083;73;Persona 5083;-12.08150583;-77.04773188;JESUS MARIA
5084;50;Persona 5084;-12.08362936;-77.05721211;JESUS MARIA
5085;41;Persona 5085;-12.08172979;-77.05466433;JESUS MARIA
5086;43;Persona 5086;-12.09120336;-77.04640469;LINCE
5087;60;Persona 5087;-12.07498961;-77.0495493;JESUS MARIA
5088;72;Persona 5088;-12.07464769;-77.00836548;LA VICTORIA
5089;45;Persona 5089;-12.0798027;-77.04309361;JESUS MARIA
5090;79;Persona 5090;-12.08457206;-77.01095829;LA VICTORIA
5091;37;Persona 5091;-12.08474366;-77.04892919;JESUS MARIA
5092;81;Persona 5092;-12.08395301;-77.03851812;LINCE
5093;38;Persona 5093;-12.08974198;-77.02880886;LINCE
5094;27;Persona 5094;-12.08296362;-77.06910839;PUEBLO LIBRE
5095;58;Persona 5095;-12.06082687;-77.03248982;LA VICTORIA
5096;58;Persona 5096;-12.06976749;-77.05447294;PUEBLO LIBRE
5097;54;Persona 5097;-12.07588428;-77.07162963;PUEBLO LIBRE
5098;39;Persona 5098;-12.07783811;-77.04473848;JESUS MARIA
5099;76;Persona 5099;-12.06530404;-77.04402846;JESUS MARIA
5100;39;Persona 5100;-12.08439049;-77.05840163;JESUS MARIA
5101;52;Persona 5101;-12.07337428;-77.04861108;JESUS MARIA
5102;61;Persona 5102;-12.08437755;-77.0309025;LINCE
5103;42;Persona 5103;-12.08078696;-77.02957839;LINCE
5104;40;Persona 5104;-12.07589083;-77.03721169;LINCE
5105;57;Persona 5105;-12.09065917;-77.05432392;JESUS MARIA
5106;65;Persona 5106;-12.07163115;-77.04602651;JESUS MARIA
5107;47;Persona 5107;-12.09185159;-77.05513556;JESUS MARIA
5108;53;Persona 5108;-12.06104252;-77.02163693;LA VICTORIA
5109;52;Persona 5109;-12.06704617;-77.0055719;LA VICTORIA
5110;42;Persona 5110;-12.0814594;-77.0492912;JESUS MARIA
5111;45;Persona 5111;-12.05101181;-77.05255554;BREÑA
5112;44;Persona 5112;-12.0521561;-77.04721904;BREÑA
5113;53;Persona 5113;-12.08168257;-77.04728933;JESUS MARIA
5114;38;Persona 5114;-12.08425333;-77.05247056;JESUS MARIA
5115;68;Persona 5115;-12.07412806;-77.04540621;JESUS MARIA
5116;55;Persona 5116;-12.06991751;-77.04148646;JESUS MARIA
5117;41;Persona 5117;-12.05970109;-77.01876487;LA VICTORIA
5118;40;Persona 5118;-12.05298965;-77.04559779;BREÑA
5119;39;Persona 5119;-12.06386926;-77.00322857;LA VICTORIA
5120;67;Persona 5120;-12.08368287;-77.00860591;LA VICTORIA
5121;40;Persona 5121;-12.08512102;-77.024099;LA VICTORIA
5122;41;Persona 5122;-12.06793763;-77.07270344;PUEBLO LIBRE
5123;67;Persona 5123;-12.07080306;-77.05796758;PUEBLO LIBRE
5124;41;Persona 5124;-12.06657073;-77.04339284;JESUS MARIA
5125;37;Persona 5125;-12.08370105;-77.01044839;LA VICTORIA
5126;41;Persona 5126;-12.07384187;-77.04597401;JESUS MARIA
5127;38;Persona 5127;-12.06189626;-77.0094067;LA VICTORIA
5128;56;Persona 5128;-12.07526202;-77.01561993;LA VICTORIA
5129;50;Persona 5129;-12.08134054;-77.05413692;JESUS MARIA
5130;53;Persona 5130;-12.08927932;-77.01790222;LA VICTORIA
5131;59;Persona 5131;-12.07089535;-77.00631425;LA VICTORIA
5132;41;Persona 5132;-12.07670351;-77.05419422;JESUS MARIA
5133;74;Persona 5133;-12.0786205;-77.05419957;JESUS MARIA
5134;83;Persona 5134;-12.08432391;-77.0530137;JESUS MARIA
5135;47;Persona 5135;-12.09163652;-77.0528785;JESUS MARIA
5136;39;Persona 5136;-12.08013854;-77.05197538;JESUS MARIA
5137;36;Persona 5137;-12.08269763;-77.05384667;JESUS MARIA
5138;61;Persona 5138;-12.07082166;-77.00853898;LA VICTORIA
5139;41;Persona 5139;-12.056944;-77.05708984;BREÑA
5140;83;Persona 5140;-12.07244818;-77.04571692;JESUS MARIA
5141;51;Persona 5141;-12.06580028;-77.0454773;JESUS MARIA
5142;38;Persona 5142;-12.07179438;-77.06399084;PUEBLO LIBRE
5143;46;Persona 5143;-12.0738231;-77.01558742;LA VICTORIA
5144;55;Persona 5144;-12.07283625;-77.0380529;LINCE
5145;52;Persona 5145;-12.06721934;-77.04589349;JESUS MARIA
5146;42;Persona 5146;-12.06723387;-77.03966308;JESUS MARIA
5147;37;Persona 5147;-12.07338209;-77.02278634;LA VICTORIA
5148;55;Persona 5148;-12.07065559;-77.04615964;JESUS MARIA
5149;62;Persona 5149;-12.06986353;-77.04838265;JESUS MARIA
5150;35;Persona 5150;-12.06768236;-77.05000652;BREÑA
5151;53;Persona 5151;-12.08953077;-77.05463726;JESUS MARIA
5152;56;Persona 5152;-12.08234084;-77.05347533;JESUS MARIA
5153;40;Persona 5153;-12.05383552;-77.04839637;BREÑA
5154;38;Persona 5154;-12.07388825;-77.05123285;JESUS MARIA
5155;40;Persona 5155;-12.05772129;-77.05121648;BREÑA
5156;60;Persona 5156;-12.0705225;-77.01179379;LA VICTORIA
5157;44;Persona 5157;-12.08423805;-77.05295082;JESUS MARIA
5158;32;Persona 5158;-12.07953622;-77.04673131;JESUS MARIA
5159;58;Persona 5159;-12.05998196;-77.028217;LA VICTORIA
5160;40;Persona 5160;-12.07115565;-77.00320737;LA VICTORIA
5161;80;Persona 5161;-12.08213275;-77.03374863;LINCE
5162;40;Persona 5162;-12.07108569;-77.04559175;JESUS MARIA
5163;75;Persona 5163;-12.0743737;-77.07700672;PUEBLO LIBRE
5164;43;Persona 5164;-12.08499809;-77.01027559;LA VICTORIA
5165;40;Persona 5165;-12.06714212;-77.0455059;JESUS MARIA
5166;37;Persona 5166;-12.08381296;-77.04993598;JESUS MARIA
5167;44;Persona 5167;-12.07133554;-77.06014356;PUEBLO LIBRE
5168;67;Persona 5168;-12.08021651;-77.0437818;JESUS MARIA
5169;42;Persona 5169;-12.07919859;-77.05670695;JESUS MARIA
5170;51;Persona 5170;-12.06710478;-77.00896821;LA VICTORIA
5171;59;Persona 5171;-12.08732894;-77.06027922;JESUS MARIA
5172;71;Persona 5172;-12.0916121;-77.02956348;LINCE
5173;68;Persona 5173;-12.08206759;-77.02936343;LINCE
5174;59;Persona 5174;-12.08343515;-77.04474756;LINCE
5175;43;Persona 5175;-12.0906109;-77.0462718;LINCE
5176;37;Persona 5176;-12.07551246;-77.01183921;LA VICTORIA
5177;54;Persona 5177;-12.07139383;-77.02915026;LA VICTORIA
5178;55;Persona 5178;-12.08646399;-77.05613712;JESUS MARIA
5179;73;Persona 5179;-12.08625969;-77.05448874;JESUS MARIA
5180;51;Persona 5180;-12.08090583;-77.0123695;LA VICTORIA
5181;55;Persona 5181;-12.06677862;-77.01421015;LA VICTORIA
5182;51;Persona 5182;-12.07378587;-77.07859212;PUEBLO LIBRE
5183;60;Persona 5183;-12.06922466;-77.00445268;LA VICTORIA
5184;62;Persona 5184;-12.08341919;-77.0325577;LINCE
5185;37;Persona 5185;-12.06821406;-77.04778735;JESUS MARIA
5186;71;Persona 5186;-12.06867412;-77.05508266;PUEBLO LIBRE
5187;37;Persona 5187;-12.06779902;-77.00769405;LA VICTORIA
5188;52;Persona 5188;-12.06873456;-77.00866055;LA VICTORIA
5189;39;Persona 5189;-12.08000781;-77.05607245;JESUS MARIA
5190;49;Persona 5190;-12.07568045;-77.05139888;JESUS MARIA
5191;38;Persona 5191;-12.07120789;-77.00825254;LA VICTORIA
5192;55;Persona 5192;-12.08845694;-77.01647264;LA VICTORIA
5193;41;Persona 5193;-12.08395408;-77.0505896;JESUS MARIA
5194;73;Persona 5194;-12.08566572;-77.01201097;LA VICTORIA
5195;64;Persona 5195;-12.0875549;-77.05976216;JESUS MARIA
5196;40;Persona 5196;-12.08801874;-77.03588149;LINCE
5197;47;Persona 5197;-12.08884083;-77.02459935;LINCE
5198;47;Persona 5198;-12.08003832;-77.05039924;JESUS MARIA
5199;35;Persona 5199;-12.07999066;-77.07519904;PUEBLO LIBRE
5200;39;Persona 5200;-12.07308247;-77.0773526;PUEBLO LIBRE
5201;39;Persona 5201;-12.08146303;-77.06112734;PUEBLO LIBRE
5202;38;Persona 5202;-12.07540302;-77.04156148;JESUS MARIA
5203;46;Persona 5203;-12.07577005;-77.05387819;JESUS MARIA
5204;49;Persona 5204;-12.06516729;-77.00841282;LA VICTORIA
5205;59;Persona 5205;-12.08147598;-77.00820285;LA VICTORIA
5206;77;Persona 5206;-12.0627714;-77.02417052;LA VICTORIA
5207;56;Persona 5207;-12.08544553;-77.05993097;JESUS MARIA
5208;76;Persona 5208;-12.08914417;-77.05496171;JESUS MARIA
5209;83;Persona 5209;-12.05919412;-77.04743282;BREÑA
5210;64;Persona 5210;-12.06607378;-77.00239377;LA VICTORIA
5211;54;Persona 5211;-12.08128896;-77.05216854;JESUS MARIA
5212;84;Persona 5212;-12.06554151;-77.02535214;LA VICTORIA
5213;47;Persona 5213;-12.06788988;-77.05724844;PUEBLO LIBRE
5214;43;Persona 5214;-12.05397702;-77.04499572;BREÑA
5215;56;Persona 5215;-12.05958261;-77.02126643;LA VICTORIA
5216;76;Persona 5216;-12.07110918;-77.07132172;PUEBLO LIBRE
5217;50;Persona 5217;-12.07784612;-77.07712004;PUEBLO LIBRE
5218;41;Persona 5218;-12.08297121;-77.0514305;JESUS MARIA
5219;43;Persona 5219;-12.07943166;-77.04717366;JESUS MARIA
5220;65;Persona 5220;-12.08889906;-77.05635084;JESUS MARIA
5221;38;Persona 5221;-12.07905112;-77.01072508;LA VICTORIA
5222;44;Persona 5222;-12.07977556;-77.05333747;JESUS MARIA
5223;35;Persona 5223;-12.07010382;-77.05465865;PUEBLO LIBRE
5224;37;Persona 5224;-12.0757589;-77.07315705;PUEBLO LIBRE
5225;43;Persona 5225;-12.08231322;-77.05923819;JESUS MARIA
5226;72;Persona 5226;-12.08182974;-77.05296397;JESUS MARIA
5227;39;Persona 5227;-12.07042076;-77.00319753;LA VICTORIA
5228;45;Persona 5228;-12.06782694;-77.01192557;LA VICTORIA
5229;58;Persona 5229;-12.08183623;-77.05231956;JESUS MARIA
5230;67;Persona 5230;-12.07279558;-77.0287967;LA VICTORIA
5231;39;Persona 5231;-12.07892497;-77.05063913;JESUS MARIA
5232;59;Persona 5232;-12.06434418;-77.02771839;LA VICTORIA
5233;39;Persona 5233;-12.07830689;-77.0527188;JESUS MARIA
5234;53;Persona 5234;-12.08496227;-77.02091999;LA VICTORIA
5235;38;Persona 5235;-12.06600686;-77.03937481;JESUS MARIA
5236;48;Persona 5236;-12.07867675;-77.04055311;LINCE
5237;57;Persona 5237;-12.07571698;-77.04791003;JESUS MARIA
5238;31;Persona 5238;-12.08438015;-77.06005091;JESUS MARIA
5239;69;Persona 5239;-12.07927627;-77.03127927;LINCE
5240;50;Persona 5240;-12.06121212;-77.02458367;LA VICTORIA
5241;59;Persona 5241;-12.06469186;-77.05299669;BREÑA
